device_id,timestamp_start,timestamp_end,cpd_confidence_score,detection_method,created_at,raw_data_points,change_point_index,raw_event_hash_id
lake-605-10-0050,2025-07-30 12:44:30+00,2025-07-30 12:44:30+00,,polars_single_test,2025-09-04 17:17:40.730166+00,,,f38bc6afedd3663921968485e83c2eba5a00dca10ca921d2a19f0dad1d2f522a
lake-605-10-0050,2025-07-30 12:45:35+00,2025-07-30 12:45:35+00,,polars_single_test,2025-09-04 17:17:40.730166+00,,,5085df71d8376d31197c10c9d13ef9e79a4d0d463fe2813de3692c7a055ba3c3
lake-605-10-0050,2025-07-30 12:46:25+00,2025-07-30 12:46:25+00,,polars_single_test,2025-09-04 17:17:40.730166+00,,,e8cb1eaff90a431ecd10e5ee11bddfb59ff895d2c23ca5ec3e7eb7ce7b802ed0
lake-605-10-0050,2025-07-30 12:47:15+00,2025-07-30 12:47:15+00,,polars_single_test,2025-09-04 17:17:40.730166+00,,,c671b115f001f410c1b06a1e3d6c6b96d5fb76e5301118afe0d1ad02d014be86
lake-605-10-0050,2025-07-30 12:48:10+00,2025-07-30 12:48:10+00,,polars_single_test,2025-09-04 17:17:40.730167+00,,,db87bf08c29082da7243922e8028a0cdcfb67fba50a2aa8d810e0cdfa6b362ec
lake-605-10-0050,2025-07-30 12:49:05+00,2025-07-30 12:49:05+00,,polars_single_test,2025-09-04 17:17:40.730167+00,,,9321a03a4db0b72e417ba75b51775ac6cdfbdc81516aa5f56ca289b4238719a7
lake-605-10-0050,2025-07-30 12:50:35+00,2025-07-30 12:50:35+00,,polars_single_test,2025-09-04 17:17:40.730167+00,,,ac8d403083de2a8aa29621be19b29f62fee84f051512fffa141a8e48330adbd8
lake-605-10-0050,2025-07-30 12:51:25+00,2025-07-30 12:51:25+00,,polars_single_test,2025-09-04 17:17:40.730167+00,,,37b319d4a3d73052eb554a750ff253138461ab8c7ceda6a4164eb8a4d2f021ab
lake-605-10-0050,2025-07-30 12:52:25+00,2025-07-30 12:52:25+00,,polars_single_test,2025-09-04 17:17:40.730168+00,,,e297c9821e311200da6fe9ee6dff2aca07d879b653826474e012c536f86521cd
lake-605-10-0050,2025-07-30 12:53:20+00,2025-07-30 12:53:20+00,,polars_single_test,2025-09-04 17:17:40.730168+00,,,b423831816055bc6a490a5f9aa6935d134670d811f5d6dfe42bb52c95d3e441b
lake-605-10-0050,2025-07-30 12:54:10+00,2025-07-30 12:54:10+00,,polars_single_test,2025-09-04 17:17:40.730168+00,,,73c81e5427e24ff2f0ebfac35ce13f945681ead4a3aea637dba35002781ecc15
lake-605-10-0050,2025-07-30 12:55:00+00,2025-07-30 12:55:00+00,,polars_single_test,2025-09-04 17:17:40.730168+00,,,c81d14031a21d0b6e3a21a2d644ceaced245a587d69180fd20c03dd365cbc249
lake-605-10-0050,2025-07-30 12:55:50+00,2025-07-30 12:55:50+00,,polars_single_test,2025-09-04 17:17:40.730168+00,,,0246048a553e58f9fd563b47788780bfbb818a917b5c9d2f042e4e00e2740160
lake-605-10-0050,2025-07-30 12:56:40+00,2025-07-30 12:56:40+00,,polars_single_test,2025-09-04 17:17:40.730169+00,,,dce211721986cb93f20e11424da6ba868db11c46d5ed502c9cc4400682603880
lake-605-10-0050,2025-07-30 12:57:30+00,2025-07-30 12:57:30+00,,polars_single_test,2025-09-04 17:17:40.730169+00,,,d7653d8c6bafddc2096427682292de0931ab5a8366245935d1e3312a209824ce
lake-605-10-0050,2025-07-30 12:58:55+00,2025-07-30 12:58:55+00,,polars_single_test,2025-09-04 17:17:40.730169+00,,,fc449e8bd65640214f137de8667d6e02013b386e7833cd1cdaf9e2eafaaeab75
lake-605-10-0050,2025-07-30 12:59:55+00,2025-07-30 12:59:55+00,,polars_single_test,2025-09-04 17:17:40.73017+00,,,b0d050f505b9106181f941755364f83fcfa453a67d2656f494da548093d9776d
lake-605-10-0050,2025-07-30 13:01:05+00,2025-07-30 13:01:05+00,,polars_single_test,2025-09-04 17:17:40.73017+00,,,044e20931bf83ebef4e0bf23c3e062541c8c35f6d342545d300d8cc1b82687be
lake-605-10-0050,2025-07-30 13:02:15+00,2025-07-30 13:02:15+00,,polars_single_test,2025-09-04 17:17:40.73017+00,,,ad22716a08b88cb0312404e0e3b7ee435d83cb3fc17b2c5fb4a99c7f1ded45db
lake-605-10-0050,2025-07-30 13:03:10+00,2025-07-30 13:03:10+00,,polars_single_test,2025-09-04 17:17:40.73017+00,,,f086157a98d370c866fc7384775685162e62753aec0509f92bb2916e61e35682
lake-605-10-0050,2025-07-30 13:04:00+00,2025-07-30 13:04:00+00,,polars_single_test,2025-09-04 17:17:40.730171+00,,,6a19ffea0cadf5f8b77b160609ff269febc4095238da2b10861cc654ab67870b
lake-605-10-0050,2025-07-30 13:05:05+00,2025-07-30 13:05:05+00,,polars_single_test,2025-09-04 17:17:40.730171+00,,,60ae53c51ebc152177805ab5333f45dcf36a1c3d0a4f9a01f0ca261dc8163e69
lake-605-10-0050,2025-07-30 13:06:00+00,2025-07-30 13:06:00+00,,polars_single_test,2025-09-04 17:17:40.730171+00,,,fde860dee8eb031ced351b4ea0662768c3858ab10f941cd22086695e56ef6364
lake-605-10-0050,2025-07-30 13:06:50+00,2025-07-30 13:06:50+00,,polars_single_test,2025-09-04 17:17:40.730171+00,,,e1aa20fd3b52b2c2928880782742df9590d12a7b6942d8829d3069a1e181a2f4
lake-605-10-0050,2025-07-30 13:07:50+00,2025-07-30 13:07:50+00,,polars_single_test,2025-09-04 17:17:40.730171+00,,,61486c428c45feac4cc2bbec48d434570ded54247874b03eb109bed79941e6cb
lake-605-10-0050,2025-07-30 13:11:50+00,2025-07-30 13:11:50+00,,polars_single_test,2025-09-04 17:17:40.730172+00,,,c672be22af14f898e45f2de7c53f5f4949d4f5a251a3b0f827a2c63423734e85
lake-605-10-0050,2025-07-30 13:12:40+00,2025-07-30 13:12:40+00,,polars_single_test,2025-09-04 17:17:40.730172+00,,,0c034817000812a8f146f72f090bfcb09a1cb5bcbaa02930fbc3cbb487295afb
lake-605-10-0050,2025-07-30 13:13:30+00,2025-07-30 13:13:30+00,,polars_single_test,2025-09-04 17:17:40.730172+00,,,b5c743d0160ad2bdfec7506df18c76f85b5b6668a8198aef9664c576fd990a1a
lake-605-10-0050,2025-07-30 13:14:20+00,2025-07-30 13:14:20+00,,polars_single_test,2025-09-04 17:17:40.730176+00,,,36ac1486e9c9123f62cf5b9e545cdda1a79051c6a67d6d7d2ffa0dc61eae196a
lake-605-10-0050,2025-07-30 13:15:35+00,2025-07-30 13:15:35+00,,polars_single_test,2025-09-04 17:17:40.730177+00,,,b145cda0485dabb62fa7f978e1fc8526a21c4dc79f4d98288eaf0c8532292d24
lake-605-10-0050,2025-07-30 13:16:25+00,2025-07-30 13:16:25+00,,polars_single_test,2025-09-04 17:17:40.730177+00,,,3f635c41b667c1aa513ecc16ffa9fcecf8eb8b2b6d4c55c206245853d5b65252
lake-605-10-0050,2025-07-30 13:17:15+00,2025-07-30 13:17:15+00,,polars_single_test,2025-09-04 17:17:40.730177+00,,,e4681e1890fc5843d6171ee43b47d44966b4904b5897dcf890edcaf6517f7602
lake-605-10-0050,2025-07-30 13:18:05+00,2025-07-30 13:18:05+00,,polars_single_test,2025-09-04 17:17:40.730177+00,,,d85986ddbe3655eff39125a1920d1e5e701515a4adb8642891e2d70b295beca4
lake-605-10-0050,2025-07-30 13:19:05+00,2025-07-30 13:19:05+00,,polars_single_test,2025-09-04 17:17:40.730178+00,,,f5555113f376a8e6bc856f5bc83662a0c0e9f46fbf7398f7fcee76ba5fc3b61c
lake-605-10-0050,2025-07-30 13:19:55+00,2025-07-30 13:19:55+00,,polars_single_test,2025-09-04 17:17:40.730178+00,,,f2f18352dbf4a636000180bdd6655eb61590869f3fa2a4e675adf3367d379c46
lake-605-10-0050,2025-07-30 13:21:15+00,2025-07-30 13:21:15+00,,polars_single_test,2025-09-04 17:17:40.730178+00,,,5c701952c5dd1e421509a0cf811bc6ffc766e348cbd10062ddd831cf5e040a07
lake-605-10-0050,2025-07-30 13:22:15+00,2025-07-30 13:22:15+00,,polars_single_test,2025-09-04 17:17:40.730178+00,,,8f0586d4c73a426d4a2d42caf0dd87b8f6ec66db908dca194fd7d5040c996ee0
lake-605-10-0050,2025-07-30 13:23:05+00,2025-07-30 13:23:05+00,,polars_single_test,2025-09-04 17:17:40.730179+00,,,7ca470b470732fcc5c8bdb63c09978d4b087a149c80054fdea221dddde670985
lake-605-10-0050,2025-07-30 13:24:30+00,2025-07-30 13:24:30+00,,polars_single_test,2025-09-04 17:17:40.730179+00,,,0f0c84868d31f4ec8b18d4df9654bd0154da8943733703f0f39cdc3b94081e1e
lake-605-10-0050,2025-07-30 13:25:45+00,2025-07-30 13:25:45+00,,polars_single_test,2025-09-04 17:17:40.730179+00,,,3b5374466a50ad658b55cd4e53c5edf51c1ac884d65eacd2099374cb3a131e16
lake-605-10-0050,2025-07-30 13:26:35+00,2025-07-30 13:26:35+00,,polars_single_test,2025-09-04 17:17:40.730179+00,,,14fe133942ca2d44f0af4700d7bd8a780fa3eedb7fe273325a685230761e7b82
lake-605-10-0050,2025-07-30 13:27:30+00,2025-07-30 13:27:30+00,,polars_single_test,2025-09-04 17:17:40.73018+00,,,5a96269660dea9579eaf2f210878d01ee74719e083cf4076cd76b72345ccafb4
lake-605-10-0050,2025-07-30 13:28:45+00,2025-07-30 13:28:45+00,,polars_single_test,2025-09-04 17:17:40.73018+00,,,a2c55373d08c89a675950977b5e151974a9ac73465921adfeb1ac7e02f0dc675
lake-605-10-0050,2025-07-30 13:29:35+00,2025-07-30 13:29:35+00,,polars_single_test,2025-09-04 17:17:40.73018+00,,,cc0c3cb11889c5a200af39282bbe77d729cfda6be836aaa54e32c3398ec57a1c
lake-605-10-0050,2025-07-30 13:30:50+00,2025-07-30 13:30:50+00,,polars_single_test,2025-09-04 17:17:40.73018+00,,,92bd2b4d0835b2e1c3eed5e73738b245cfc002a27e3364a18c76c1a297d662df
lake-605-10-0050,2025-07-30 13:31:45+00,2025-07-30 13:31:45+00,,polars_single_test,2025-09-04 17:17:40.730181+00,,,3a5c1e9c772d0fec36cfa903be9f86e7b22a62c66c903b0b7bae49603c43ad8d
lake-605-10-0050,2025-07-30 13:32:35+00,2025-07-30 13:32:35+00,,polars_single_test,2025-09-04 17:17:40.730181+00,,,c2dfceb48b6bd00782b07027b9806d4bb441fcb2b9863a2e45ffdc8bb500bf63
lake-605-10-0050,2025-07-30 13:33:55+00,2025-07-30 13:33:55+00,,polars_single_test,2025-09-04 17:17:40.730181+00,,,20d1bad7f88a04c231b53a07ad43a82e799a3a728688b9a0894239b393ae06c7
lake-605-10-0050,2025-07-30 13:35:05+00,2025-07-30 13:35:05+00,,polars_single_test,2025-09-04 17:17:40.730181+00,,,ca6cb7b34a19f9153c41d863f6c30b649874639e6c2e5f6847336feef0c7c4b2
lake-605-10-0050,2025-07-30 13:35:55+00,2025-07-30 13:35:55+00,,polars_single_test,2025-09-04 17:17:40.730181+00,,,d097cb01f2ee4c6d27d0f1e71e6e90fa23202a80c4a312c240b3024252870957
lake-605-10-0050,2025-07-30 13:37:00+00,2025-07-30 13:37:00+00,,polars_single_test,2025-09-04 17:17:40.730182+00,,,894d4b3b135cff560ce82707135a041a6b486f41974188da63eaaa6363c3d460
lake-605-10-0050,2025-07-30 13:37:50+00,2025-07-30 13:37:50+00,,polars_single_test,2025-09-04 17:17:40.730182+00,,,2198f3fd812cece102e9b6ffb2bccdc65b600f178e637374ae2b8a5fcb95915f
lake-605-10-0050,2025-07-30 13:39:20+00,2025-07-30 13:39:20+00,,polars_single_test,2025-09-04 17:17:40.730182+00,,,757bf6e2c0dc319726732bb92b5c3d73c2d275b461afe1e123f935e0192ec5d3
lake-605-10-0050,2025-07-30 13:40:10+00,2025-07-30 13:40:10+00,,polars_single_test,2025-09-04 17:17:40.730182+00,,,cf03a68b1bc6ae4e22b276d28a31bc0625408283c591d4bce71c0838debb8f17
lake-605-10-0050,2025-07-30 13:41:25+00,2025-07-30 13:41:25+00,,polars_single_test,2025-09-04 17:17:40.730183+00,,,e7f746ae5f751f650ac72b39e6e81c03d5a6b47ca84a0cd33f112247fc11b10d
lake-605-10-0050,2025-07-30 13:42:15+00,2025-07-30 13:42:15+00,,polars_single_test,2025-09-04 17:17:40.730183+00,,,52e544c7bc8631d8aaa9f1f749ef2e3b0e0868bf7293541f42a5cc181c1dd71f
lake-605-10-0050,2025-07-30 13:43:05+00,2025-07-30 13:43:05+00,,polars_single_test,2025-09-04 17:17:40.730183+00,,,bb322632adb9b01a3f8c9eca7c98414a0f02381d0acbf9c648783899bbbd5466
lake-605-10-0050,2025-07-30 13:43:55+00,2025-07-30 13:43:55+00,,polars_single_test,2025-09-04 17:17:40.730184+00,,,9951f7861747b8b3d54ecebcfa53fbae5cd1396afab4b96ca6496224131ede89
lake-605-10-0050,2025-07-30 13:45:00+00,2025-07-30 13:45:00+00,,polars_single_test,2025-09-04 17:17:40.730184+00,,,47a98197b38cbb8fd5660c815cc71fa786ec825b9427d12c98856249d6452f97
lake-605-10-0050,2025-07-30 13:46:05+00,2025-07-30 13:46:05+00,,polars_single_test,2025-09-04 17:17:40.730184+00,,,80118d67e6b2464f1c9f539124a25ea85e82d5afeaf8900b32ec623100871d81
lake-605-10-0050,2025-07-30 13:46:55+00,2025-07-30 13:46:55+00,,polars_single_test,2025-09-04 17:17:40.730184+00,,,ccedd2199583c4fad30df2dda83a5b3839a27f6050e7ec5b39d46cdaf44b52ad
lake-605-10-0050,2025-07-30 13:47:45+00,2025-07-30 13:47:45+00,,polars_single_test,2025-09-04 17:17:40.730185+00,,,4813c9477c70e1286ae24758f116ded8055e5662e86a789f7cda763e0ae16fd9
lake-605-10-0050,2025-07-30 13:48:50+00,2025-07-30 13:48:50+00,,polars_single_test,2025-09-04 17:17:40.730185+00,,,aa7300356cbc4e9cc49e1782f95017bdc44c49ef79ac09e28456e85c8f424923
lake-605-10-0050,2025-07-30 13:50:00+00,2025-07-30 13:50:00+00,,polars_single_test,2025-09-04 17:17:40.730185+00,,,9efdf9303638c67d6abc9684e15a5d7eea398cb11ba2700e2177c7fecf3aeb7b
lake-605-10-0050,2025-07-30 13:51:10+00,2025-07-30 13:51:10+00,,polars_single_test,2025-09-04 17:17:40.730185+00,,,3f529d3b5f6f81a0d9841f35033d8d394a1a5d29c7fd49814b0dbb1bd3c7b5d9
lake-605-10-0050,2025-07-30 13:52:00+00,2025-07-30 13:52:00+00,,polars_single_test,2025-09-04 17:17:40.730185+00,,,3ad1b206090394b8458589dc34ee6f402b7ce971a8aa8056b808ce5690b04251
lake-605-10-0050,2025-07-30 13:52:50+00,2025-07-30 13:52:50+00,,polars_single_test,2025-09-04 17:17:40.730186+00,,,443e8cc5d7bb4372efb7967aeed0e7130e59827baa7312fb7aabb3b1c76ba3d2
lake-605-10-0050,2025-07-30 13:53:40+00,2025-07-30 13:53:40+00,,polars_single_test,2025-09-04 17:17:40.730186+00,,,c2fd4af7f5ea5502ecc66697e617affa6bb8921eee6a6710732e94ad1c86f21e
lake-605-10-0050,2025-07-30 13:54:30+00,2025-07-30 13:54:30+00,,polars_single_test,2025-09-04 17:17:40.730186+00,,,803e8b7d5da74914c43d5282567f08351681da5aec4b929c1da43a17a13e015e
lake-605-10-0050,2025-07-30 13:55:25+00,2025-07-30 13:55:25+00,,polars_single_test,2025-09-04 17:17:40.730186+00,,,dec9a72cde4d980f8a864fc173c6c26f7dc5afaad851c18ea6ec839e7190f3bc
lake-605-10-0050,2025-07-30 13:56:15+00,2025-07-30 13:56:15+00,,polars_single_test,2025-09-04 17:17:40.730187+00,,,341c80145d69e2958ccef7a317c6b6a1e9c41786c8086b662c72e37c79d1ebe8
lake-605-10-0050,2025-07-30 13:57:10+00,2025-07-30 13:57:10+00,,polars_single_test,2025-09-04 17:17:40.730187+00,,,9cb92db43ae82c2ca9ea4c14e012ceaaf204cfa5e1ddc2407fc636469026bea0
lake-605-10-0050,2025-07-30 13:58:00+00,2025-07-30 13:58:00+00,,polars_single_test,2025-09-04 17:17:40.730187+00,,,89e5a3cca6abe9d9b9fff407c0deac3a5cf2d7c327a2a466f7ea021a4c5ff489
lake-605-10-0050,2025-07-30 13:58:50+00,2025-07-30 13:58:50+00,,polars_single_test,2025-09-04 17:17:40.730188+00,,,d911c21723296b0533230573dee4031c4b514ed45a4b3ad01bad53dcbbd4d4fb
lake-605-10-0050,2025-07-30 13:59:40+00,2025-07-30 13:59:40+00,,polars_single_test,2025-09-04 17:17:40.730188+00,,,bdbfed4cd85f9b234879b47a006a53e408f16bcc583c64b414542289ae383c71
lake-605-10-0050,2025-07-30 14:01:10+00,2025-07-30 14:01:10+00,,polars_single_test,2025-09-04 17:17:40.730188+00,,,45b80bf5f8cd4b1cbc6fb8c57ec4172e5cbb219aadd9eeab80be27b8ad23b594
lake-605-10-0050,2025-07-30 14:02:05+00,2025-07-30 14:02:05+00,,polars_single_test,2025-09-04 17:17:40.730188+00,,,5e2a95846e77c371bd0466ccbc28201f3c784c02fe2bba6a29a53a660b804d25
lake-605-10-0050,2025-07-30 14:02:55+00,2025-07-30 14:02:55+00,,polars_single_test,2025-09-04 17:17:40.730189+00,,,140a0c5f083035d172d015d62de25a846897cafd17b0ca811d40484a22b07897
lake-605-10-0050,2025-07-30 14:03:50+00,2025-07-30 14:03:50+00,,polars_single_test,2025-09-04 17:17:40.730189+00,,,a59dea0d3269cbb5e69dc1ba61c01e2695e33b810341d15110bd1130eba837a4
lake-605-10-0050,2025-07-30 14:05:15+00,2025-07-30 14:05:15+00,,polars_single_test,2025-09-04 17:17:40.730189+00,,,27a60999d5e96096a898c740eb36010a6874448295ca2cbabc310ccd9a03710d
lake-605-10-0050,2025-07-30 14:06:05+00,2025-07-30 14:06:05+00,,polars_single_test,2025-09-04 17:17:40.730189+00,,,2398d25e71e4e56601f77d4553576b8b9d9d12ed6e947631ede6b83bfe3c53d1
lake-605-10-0050,2025-07-30 14:07:15+00,2025-07-30 14:07:15+00,,polars_single_test,2025-09-04 17:17:40.73019+00,,,bf190a3a1798d443674132675b10a1e6a543f1b784753ab56f97c703a033461e
lake-605-10-0050,2025-07-30 14:08:05+00,2025-07-30 14:08:05+00,,polars_single_test,2025-09-04 17:17:40.73019+00,,,304cc13039e7d41755c609345dedb6a2651d5333cae35245e23c9383a9dc8440
lake-605-10-0050,2025-07-30 14:09:10+00,2025-07-30 14:09:10+00,,polars_single_test,2025-09-04 17:17:40.73019+00,,,0337b299e77d2e17e906c256224b4bcac825e5f61cdb93d201a2e980c3d1be26
lake-605-10-0050,2025-07-30 14:10:00+00,2025-07-30 14:10:00+00,,polars_single_test,2025-09-04 17:17:40.730192+00,,,0884bd9e5691b88e165acfc476581dbb12d2bbf1c527b9265491d3c811b15bf9
lake-605-10-0050,2025-07-30 14:10:50+00,2025-07-30 14:10:50+00,,polars_single_test,2025-09-04 17:17:40.730192+00,,,386eba42af2be4c0901c1ffb40fb1ea07a688fc672bce38316dd0952ff17a607
